,order_id,customer_id,order_date,product_category,product_price,quantity,payment_method,delivery_status,city,state,zipcode,product_id,discount_applied,order_value,review_rating,return_requested
20,d3fbf47a-7e5b-4e7f-9ca5-499d004ae545,d693bf11-7721-4931-9734-2123e3ed9637,2024-12-29,Clothing,489.42,2,Credit Card,Cancelled,Manuelton,Massachusetts,56213,c1c08379-8017-40f2-a97d-f2c62e99b0be,0.19,792.86,3.0,False
21,baf3897a-3e70-416a-9548-5822de1b372a,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,2024-07-27,Clothing,400.58,3,PayPal,Delivered,Hensonport,Oklahoma,10771,4abd2db3-514a-4cde-ab58-8be0351ccdd1,0.27,877.27,2.0,False
22,101fbccc-ded7-43e8-b421-eaeb534097ca,cba93005-c402-4537-a447-e1ba2da2bcd5,2024-08-12,Home,233.43,2,PayPal,Delivered,Lake Jesusview,Georgia,73717,eabe0611-b077-49ad-be7f-d5d72c8340f1,0.22,364.15,4.0,True
23,38c1962e-9148-424f-aac1-c14f30e9c5cc,d7fc0059-6943-4a29-a82c-84abef10e37f,2024-07-24,Home,391.36,2,Cash on Delivery,Delivered,East Mariaport,Oregon,99739,36b2dd4f-583e-47b6-82f4-8ae017a2d584,0.03,759.24,1.0,False
24,247a8333-f7b0-47d2-8da8-056c3d15eef7,2aab7c88-54b9-4b20-aedb-5e9e8fa16d27,2025-04-26,Home,63.55,2,Debit Card,Pending,Lisaland,Michigan,28703,c5c46ee8-3672-4aa9-bad6-02636710f2c3,0.2,101.68,4.0,False
25,1759edc3-72ae-4244-8b01-63c1cd9d2b7d,284884a2-55e5-41d9-b036-4ad9ee5be9b9,2025-03-01,Clothing,321.76,2,Credit Card,Pending,South Carrie,Wisconsin,40935,41612e6b-e151-4b6d-8b9b-f6ddcfd811bd,0.18,527.69,1.0,False
26,e005b860-51ef-4922-be43-c49e149818d1,2b5deb8a-645d-427b-bb19-062c3e48287d,2024-06-28,Clothing,75.96,3,Debit Card,Cancelled,North Deborahton,Missouri,29409,796cc3ab-fbda-4841-8808-f2ae7c35b313,0.19,184.58,4.0,False
27,7d41e602-eece-428b-bf7b-118e820865d6,74a2daf8-28ca-4b62-9d93-408018ca01b5,2024-09-15,Home,472.61,1,Net Banking,Delivered,Port Juanview,Virginia,97349,70b42ae9-b783-4e28-a5a0-a1a1a6b7c1fb,0.24,359.18,,False
28,4a84eb03-8d1f-49b7-8d2b-9deb1beb3711,26fd5a53-b622-4417-b38c-c55518cde78e,2024-07-29,Books,263.31,3,Credit Card,Returned,East Wendyberg,Iowa,28872,1cdf6d89-feb5-4c40-b904-f5340b99fddc,0.09,718.84,1.0,False
29,552f233a-8c25-466a-9ff3-9849b4e1357d,debcb6d2-0990-414f-86d8-75de55036727,2024-07-27,Electronics,210.26,4,Credit Card,Returned,Cainville,Ohio,88935,7ff3cc8d-550a-4d42-94f2-689b564285e3,0.11,748.53,2.0,False
30,3405095c-8a50-46c1-ac18-8efbd080e66e,4fd9853b-4c89-49e3-9d54-0d05b0deca69,2024-07-17,Electronics,135.96,1,Net Banking,Pending,Lake Denisemouth,Hawaii,17588,d3bc22b7-3144-4e37-a555-34205450a626,0.06,127.8,4.0,False
31,8c1745a7-9a6a-4f92-8ca7-4147f6be1f72,2c8de1d5-eafa-4b45-863f-2d8ccf80ac17,2025-06-10,Home,388.25,2,Debit Card,Returned,Richardsmouth,Michigan,77515,fe61e0c3-3513-4c6b-a605-4c6711775129,0.14,667.79,,False
32,1775336d-71ea-4d05-89a3-e80e966e1277,ea07cfdd-ee9c-4e1f-aaca-b64395d61abe,2024-08-07,Clothing,230.79,3,Debit Card,Returned,Lake Adamshire,Oklahoma,44376,45e642bf-1869-4c30-9f3c-2bcc87d85779,0.12,609.29,3.0,False
33,5129fb7c-6288-41a5-8c45-782198a6416d,78e1c5e6-648b-4a36-b515-2cbaec4ff6ab,2025-05-23,Home,286.37,2,PayPal,Cancelled,Howardfort,Wyoming,76725,ecf970a6-58e1-45ca-81b8-cdfd3afe8f0c,0.03,555.56,4.0,False
34,2f120554-4a53-48cc-bdfa-bc08935ddd72,44fe27c9-0517-4618-8e95-ef6ab6757f65,2024-07-17,Beauty,14.3,2,Cash on Delivery,Pending,Silvamouth,New Jersey,42887,75d39f99-41f3-4ea3-919d-2dcf48850c3e,0.07,26.6,4.0,False
35,0870e15c-2fcd-41b5-924b-ace4307bf326,6666bba2-f7f1-4e71-86ed-b26fa1f81ae8,2024-08-27,Beauty,310.73,2,Net Banking,Pending,Randyfort,California,6069,6f10da9a-731f-4556-8272-813329b7cd91,0.04,596.6,5.0,False
36,42930b33-a81a-4477-bb36-75b89cdeb3e6,5ea67c39-4c08-46ba-9cb4-2e4a91cf06ba,2025-01-10,Books,307.99,3,Cash on Delivery,Delivered,Haleyborough,Washington,57541,4c62939d-bc5b-415d-9e04-5a88dfae5b2a,0.17,766.9,2.0,True
37,adc0da7a-16fe-4aa0-91af-923d79fdef7c,49e19b4d-61c6-48ce-8d5d-97908a2a1b8e,2024-10-13,Books,310.38,4,Debit Card,Pending,Baldwinburgh,California,15315,163855f0-552f-45f7-b675-330ec2714233,0.06,1167.03,5.0,False
38,2648ee38-e074-45eb-a156-63abc1f254b8,b26c687c-72f2-4cf5-9466-72ad4b9e0913,2025-05-19,Clothing,472.16,2,Cash on Delivery,Pending,New Nicholas,Oregon,59245,bab81a3c-a93e-4f91-bb1d-2eb902519d82,0.1,849.89,4.0,False
39,148b2758-d7ab-4928-89e4-69e6ec62b2c8,054e5126-7953-40f7-8a13-93ab39b3c49d,2025-02-09,Sports,342.5,1,Cash on Delivery,Pending,Gloverton,New Mexico,9046,884aee0d-3f34-490d-b49f-c4b922237b1c,0.25,256.88,5.0,False
40,d450fe4a-ec4f-417b-b306-d1a8e5eeac76,1c16dc39-049e-4af0-8eb4-d20e3d0d4b35,2025-04-20,Clothing,182.96,4,Credit Card,Pending,Ginaside,West Virginia,33166,b3c9f087-cc1b-4866-97ba-3ea6f461dcf3,0.17,607.43,3.0,False
41,d67e55fd-642b-4a42-aef9-c00b8a64c1b9,2490a429-6c77-400a-95d6-2f9b05b03a35,2025-01-19,Home,221.33,2,Net Banking,Pending,Gibbsfort,Florida,12910,efc89044-8efa-4cb7-81cd-81f2b8252d17,0.16,371.83,4.0,False
42,85940927-468f-453d-864a-7a50b48d73f1,1a5bfffe-0a09-4c26-bc17-71ce4c6aee62,2025-03-01,Electronics,350.33,3,Debit Card,Returned,Tinastad,Idaho,61230,72c42550-3619-4d02-a77c-4e09594b7201,0.28,756.71,2.0,False
43,37176e84-d977-4993-bc49-d76fcfc6e625,d996f125-191c-496a-8ab4-e61dd109e20a,2025-05-18,Electronics,34.81,4,Cash on Delivery,Delivered,East Rebecca,Vermont,13857,261383d7-084c-465d-9eb1-2810e23a4144,0.13,121.14,5.0,True
44,d3447490-96fd-45d0-adf2-0806e5214606,4ea8c3b1-d286-4c01-b7f7-ad194ee5ddf0,2024-12-23,Sports,335.05,3,Credit Card,Returned,Meltonfurt,Nebraska,40931,32618c5a-e5e3-45f3-a5cf-ca77cef11585,0.27,733.76,2.0,False
45,46743741-9466-4472-ab5f-5241f323ca74,411f92fd-6db1-4e7a-a3e0-e84ebc309d33,2025-01-24,Electronics,336.97,2,Cash on Delivery,Cancelled,South Samuelhaven,Colorado,23327,055fa0f0-4520-4244-8e2b-de28c5ac9e27,0.17,559.37,4.0,False
46,a425799a-a905-4750-be1e-a9c573581a81,6b2f694a-426a-40b8-9c97-16dfc45181ec,2024-08-20,Electronics,109.14,1,Net Banking,Pending,Carolburgh,Idaho,46901,b9f6c541-744b-4022-94bf-babbf5bb5324,0.12,96.04,3.0,False
47,fb82860d-eabc-48d0-b341-facdff0ac0f1,844e028f-cfc0-4695-9402-cca16bfee0d5,2025-02-08,Clothing,68.82,2,Credit Card,Delivered,Castromouth,Massachusetts,61138,cad79510-03eb-43d7-adef-a2a72495e1e6,0.1,123.88,1.0,True
48,5306f3f5-1516-4570-9b7c-709acb175a5a,7b83a06d-cdc8-4d4e-93cf-47a34fc5d572,2025-01-27,Books,161.14,3,Credit Card,Pending,Bellbury,New Hampshire,98031,d9ae35eb-b6f9-4e64-95b4-6101ef56b887,0.27,352.9,3.0,False
49,964a870c-7c87-4b74-9d87-8f9f9cdf5a86,a0ec729f-b41c-480a-bcfb-8a406fda1a8b,2025-06-08,Home,185.04,2,Net Banking,Cancelled,North Davidville,Massachusetts,90419,ca66bafd-681b-4390-9ef4-7684511648bd,0.17,307.17,4.0,False
50,30bcab0e-d857-4102-95d4-4936a1515607,496679f8-7465-4798-aabc-1f902de48434,2024-09-25,Beauty,287.25,2,Cash on Delivery,Pending,Delgadobury,West Virginia,52394,862ee99e-872f-472e-8496-82ea682909ea,0.08,528.54,4.0,False
51,4562be7f-bb42-40b2-8426-465e3e37952d,2e99dffa-903e-46cf-98f2-05bb2254aa07,2024-08-25,Books,222.11,4,Net Banking,Returned,Oliviaside,Minnesota,11678,e8e3b1ae-d332-47e3-8774-115acad6c064,0.16,746.29,3.0,False
52,5f3f5638-3870-4a14-b490-b6081dfc8352,c7ff1268-f14b-4ea9-804f-72f3211312e1,2024-08-29,Books,494.25,3,Net Banking,Pending,Davisborough,Arizona,50340,500a57d8-0e02-4db6-bf6e-aa85e3dab789,0.07,1378.96,3.0,False
53,6d16ee18-5521-46dd-aba4-b180cb69ca38,1b2836ea-46e9-4b75-880c-762aec319b23,2024-06-20,Home,55.51,4,PayPal,Delivered,Ariasmouth,New Jersey,84287,ab4ac500-8043-4fb2-ae7b-74ad168f44d6,0.07,206.5,4.0,False
54,c87a7463-19c1-4a0d-8feb-d845d0dfae43,3265b5b3-0118-44e3-9c8b-92445119c1d8,2025-03-12,Clothing,108.39,3,Cash on Delivery,Pending,East Sonya,Maine,65043,dad6d393-44ca-4a18-9948-534228f546e1,0.04,312.16,4.0,False
55,38018b47-b29a-4b06-9af6-6c5f2577bffa,b0464634-93a7-468c-90c1-5f57fed68dc1,2024-10-20,Home,84.85,3,Cash on Delivery,Cancelled,South Douglas,Washington,28960,5af5a901-6109-49a5-91a0-c19fd5086e49,0.21,201.09,2.0,False
56,a25b59fd-92e8-4269-912e-cbc40b9475b1,0b83a6e8-fef5-4551-87a9-51855166465b,2025-03-11,Electronics,328.29,3,Credit Card,Pending,Johnmouth,Wyoming,91401,7114c358-2781-475e-a386-1bce1940fac6,0.23,758.35,4.0,False
57,9a27d858-88c1-42ad-afbf-c19ee8f6cf32,7c771ff7-a6d1-4070-9a46-f11744373933,2025-06-08,Clothing,130.38,4,Credit Card,Delivered,Hubbardmouth,Missouri,59339,d5f1eae7-4690-487b-bd0a-e702f521a69a,0.1,469.37,2.0,True
58,1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,2ba1c841-1ec1-4b76-a589-d4bc6d6d14b1,2025-01-18,Beauty,235.82,4,Credit Card,Pending,East Keithport,Kansas,53687,1d01c2cb-9151-4340-801c-bcedf1084e9b,0.12,830.09,,False
59,d480865f-9b38-4e80-b042-e325a28f5ab0,31eb113c-b490-4da8-af3e-614041c9edfe,2025-02-27,Electronics,125.99,4,Credit Card,Delivered,South Julie,Wyoming,43241,d7fb1579-c72c-4d1b-a3cf-40423b1126a3,0.24,383.01,4.0,True
60,176ea1b1-6426-4cd5-9ea4-5cd69371a71f,f36ff7ce-5057-4997-9916-e08e3b51a890,2024-08-30,Clothing,83.69,1,PayPal,Delivered,Port Julie,South Dakota,56458,9ccebd08-d366-4d65-bc79-0dbd961cf444,0.0,83.69,1.0,True
61,1db53334-fb03-43a1-9576-d4155ec17dbe,eaa78473-0992-4ed0-93db-37b82e0fcc0d,2024-12-10,Sports,59.64,2,Debit Card,Delivered,Howellside,Ohio,55427,e2edbccf-08c3-4b95-a244-4b7b5e7b2d74,0.1,107.35,2.0,False
62,31d0b664-0589-4877-9b02-52440950fd13,e0091eab-3208-41c3-804b-5ecc0d6a3b56,2024-10-29,Home,329.88,3,Debit Card,Returned,Ellisborough,Vermont,88182,ae2c4acb-e635-47ce-bd61-46a5b8b03b58,0.09,900.57,1.0,False
63,b7d6467b-2f5a-422a-b87f-43fdf6062541,0cb6021e-afe6-4875-b98d-086d18401176,2024-07-09,Clothing,73.4,3,Net Banking,Delivered,Port Loribury,Arkansas,43596,8de79130-58da-49d7-b949-d9234be2b6bd,0.16,184.97,3.0,True
64,ba26d851-35e8-479a-baaf-0e891fb797fa,176fb51c-7ec2-4b33-ad5c-684be273b612,2024-12-15,Beauty,102.31,2,Net Banking,Returned,South Samuelbury,Massachusetts,98689,f554d922-905d-444a-97a9-6f26d7b6a0b7,0.27,149.37,5.0,False
65,ade9b2b4-efdd-45f8-8fa3-4266ccfdba9b,5b30f894-8122-408e-b24f-550f4e7aef59,2024-12-08,Sports,187.52,1,Cash on Delivery,Delivered,Cathyfort,Ohio,45112,69d93532-2334-434f-a73c-d45c1e95364d,0.01,185.64,1.0,True
66,9edfa3da-6cf5-4b15-8b53-031d05d51433,6d378c77-a1b7-4801-a5eb-fa13b7446dad,2024-11-02,Clothing,411.39,3,PayPal,Cancelled,Paulport,Maryland,68125,23f73256-be2b-48e4-9316-4fd5c0a3c108,0.25,925.63,2.0,False
67,11ebcd49-428a-4c22-95fd-b76a19fbeb1d,3d948007-c5dc-425a-9d82-15ce28eb40d5,2024-06-27,Sports,53.07,3,Debit Card,Returned,Kimberlyborough,New Mexico,61611,3688b51b-8f8b-4c17-b8f0-c675d13af045,0.17,132.14,3.0,False
68,4d125e7f-a59c-4c98-926c-bc8f38884479,ed384c44-80a2-46f2-b426-61c2e61d24bf,2025-01-04,Books,419.78,4,Credit Card,Delivered,Vanessashire,New Hampshire,9035,0b9ba06d-15f7-4646-84d1-7284640b9f49,0.18,1376.88,4.0,False
69,0fa07a3f-2e29-4065-afa2-31e959acdd98,ebbc854b-94e5-4fab-8e36-a7afb1c2d7b2,2024-08-28,Clothing,52.57,1,Debit Card,Pending,Port Robertberg,Montana,45110,abfc5d0a-f7f4-4bda-94d6-3038e2473211,0.29,37.32,,False
70,98b33c6e-0a14-490a-b795-e98680ee526e,3390ac10-6278-495a-b438-9b472a83c504,2024-07-11,Clothing,488.35,4,Net Banking,Delivered,Charlesfort,Alaska,16899,548330f7-7c56-44b8-b931-56de4b6a1881,0.04,1875.26,5.0,False
71,642aad48-fcfc-4a81-b306-d70019d5f970,87b32db2-0dbc-4c4e-973a-123af6cb38c1,2024-09-04,Books,236.98,1,Net Banking,Pending,Traceymouth,Minnesota,72928,b8b62fbd-e390-4c7e-89ae-4475f4ddc039,0.08,218.02,2.0,False
72,e786ab37-5bca-47be-8298-17c53308fb2e,6d618061-9e63-456a-9e2d-d66fc3ab728a,2025-03-27,Home,488.5,3,Credit Card,Returned,Doylechester,Georgia,70098,f09d6c37-366f-4526-92b0-bfe8c7b711be,0.07,1362.92,4.0,False
73,e6fd68e8-d69c-41c2-b860-1602bb4a06cb,f141f337-7e29-4a97-b66e-c5b1919a8f4a,2024-12-16,Electronics,304.4,4,PayPal,Returned,East Douglasberg,Alabama,18016,ce15da37-286c-468a-8810-dd2003e2f67c,0.14,1047.14,4.0,False
74,b29c467d-2b5f-4932-91dc-59efeb21a3f6,d50413fa-9c16-47dd-a831-74bc266993e9,2025-03-26,Sports,370.94,3,Debit Card,Delivered,Lake Christopherburgh,South Carolina,75841,952a66da-b038-457b-af02-f73d8190343a,0.17,923.64,3.0,False
75,c470f0e7-f76f-4fb8-b412-fc12ac322c12,f3b8b79a-8201-4f97-83e6-67b4f1b35f7d,2025-04-12,Sports,24.4,3,Net Banking,Returned,North Laceyburgh,Wyoming,3376,ca675cdb-50f6-42ea-951a-a473bc9209eb,0.22,57.1,5.0,False
76,28805c5d-ad1b-4f60-89e4-dab20edc6d2b,13ae4690-af3c-4650-a6fb-b698d951dd59,2024-08-14,Sports,144.99,4,PayPal,Cancelled,Grayport,Montana,63541,e479684f-302a-4cf2-813c-75af5dd25c18,0.02,568.36,4.0,False
77,878b9f6b-57a1-4b71-a975-d279d86dbf11,d4b6fe7e-d237-41f6-9305-a65a2c1f024f,2024-07-28,Books,64.5,2,Credit Card,Delivered,Lake Angela,New York,36118,19cf28f7-dd00-4260-94a8-9605271d10e1,0.13,112.23,2.0,False
78,ebe21368-98c7-4205-9e01-a934402d0baf,9f145852-f153-416b-90ed-151c2b57967e,2025-05-24,Electronics,151.59,3,PayPal,Cancelled,Lake Scott,Connecticut,23505,7da2e5db-9476-46d7-a089-b6b7c103cff6,0.28,327.43,2.0,False
79,0361524c-2cc0-4859-aa65-24ab713b7e05,e5456672-6955-4543-9ccb-884629074abb,2025-03-16,Beauty,63.77,1,Debit Card,Returned,Lake Dawnfurt,New York,3681,1d7615a4-0d34-41e7-a2cb-56a51c680664,0.14,54.84,5.0,False
80,e66cd36e-68ef-4f5f-ae68-690a78bc7175,a4007b48-5c53-4539-920c-450cd3901a57,2024-12-04,Electronics,162.4,1,Net Banking,Cancelled,Bradleymouth,Utah,29000,4f670ced-c408-4f42-b9d0-7b9f5fc5a3a1,0.25,121.8,1.0,False
81,eae2025e-8233-4e23-9ff3-334b91b15f5d,6ac85f42-a9c0-4dec-ac25-aad69dcc668f,2024-12-28,Clothing,210.06,1,PayPal,Pending,West David,New Hampshire,74500,c990fc31-2809-4439-8bdf-e86ed62dd97b,0.03,203.76,2.0,False
82,637e0edc-5b6e-4ae7-a620-81434fbaecc0,68498382-67b4-4f78-b4e9-ecf54a51de41,2024-06-23,Clothing,36.75,3,Debit Card,Pending,Allisonshire,New York,57081,a5fc12ea-7bae-4cec-a997-2f73b7ec4346,0.09,100.33,4.0,False
83,27460f22-403d-4f83-a859-890cd670f668,b43bcab8-802b-4d66-aabb-6f1595c864e7,2025-03-06,Electronics,347.77,3,Net Banking,Pending,South Theresa,Minnesota,52149,a794f6af-f2df-4a9e-9702-67573f1292f2,0.22,813.78,2.0,False
84,753c7c99-032f-46ca-b0d9-c2aa8f837ef7,75e693b6-b952-4fba-b97c-e787f01688e4,2025-06-04,Sports,285.47,4,Debit Card,Returned,New Bonnie,Wisconsin,55263,16b0dcc4-0f2f-4473-99f5-a0fd135a828e,0.19,924.92,5.0,False
85,bd30291a-55fe-408e-943e-2e04bdd7d19b,af3da6af-af5b-4308-82a1-213415f66e23,2024-06-18,Books,136.37,1,PayPal,Pending,Lake Christopher,Florida,3012,54fff3b0-bb60-4c1d-a0fe-1fd4278c8cad,0.13,118.64,3.0,False
86,2284b7a4-47e7-4593-8b58-85ca0bb2c3f0,092770d2-86c5-4c45-b9dd-6e7597a03443,2024-07-27,Home,264.01,2,Credit Card,Delivered,New Ianport,Wyoming,26376,ae8cbd43-9323-4b96-808b-f92e3e57d0fa,0.2,422.42,3.0,True
87,7b59051b-f400-48d7-831d-5a973d792fa1,c7e02623-c6fc-4166-9637-a9d9531e9571,2025-06-14,Beauty,51.5,4,Credit Card,Delivered,North Suzanne,Wisconsin,23577,6f0d3604-9519-4308-a61a-6e264510813e,0.23,158.62,2.0,False
88,ac642b4c-49b2-4ded-9c31-d9b25a2b745b,fbbbb0c9-5304-47e1-bfb2-e1c5e8b463bf,2024-09-02,Home,290.09,3,Debit Card,Pending,Lake Scottmouth,Delaware,80747,16dbe4ec-d571-4210-af6c-2510bde131f1,0.27,635.3,1.0,False
89,e456697c-f268-4baa-971c-702d5bf49c04,930807cf-b766-443f-a245-bf927bd434fa,2024-07-19,Home,465.0,4,Net Banking,Cancelled,Williamville,Arkansas,24647,1d022df4-7f55-4e89-b104-5a5132b87898,0.13,1618.2,4.0,False
90,21e15094-9efe-4464-9a90-f534a23d4c9d,c31c6dae-4859-474b-a576-cdefc2cdb416,2024-11-14,Electronics,162.69,1,Debit Card,Pending,Wilsontown,Connecticut,84105,fba9fa8e-ac43-4ad7-860f-983c3f845829,0.19,131.78,1.0,False
91,bf9cc545-6355-48f7-8f6f-a985b732d46f,87b8a1f9-e00e-4ef4-9e3b-68b89314f8c4,2024-06-25,Books,335.37,2,Credit Card,Returned,New Christopher,Oregon,28366,3d1ef514-675d-4382-8b25-9c880302b566,0.11,596.96,4.0,False
92,14aa451c-a69c-4b85-9432-f8db6a174c1c,113c88f4-d3ca-4477-8fa2-d2731240c5fa,2024-08-07,Sports,70.24,1,Cash on Delivery,Pending,Hernandezberg,Oregon,47694,e0b9c76e-5b12-4763-9af2-f19de772bc58,0.28,50.57,4.0,False
93,b2d650af-313b-42b7-9836-31890063e42f,2f3342b5-d3c4-41d0-8bab-6887b3975da9,2024-11-05,Books,359.58,3,Credit Card,Cancelled,East Louis,Mississippi,93578,8ab99a98-4758-4238-a7bd-bfee01e5098a,0.14,927.72,4.0,False
94,391cf046-3d4a-4d51-a8fa-fd04559b5975,3e5984b7-be72-4a1e-85ef-60dbe3787246,2025-03-05,Electronics,148.26,2,Net Banking,Delivered,East Robertton,South Dakota,77789,8ad204b0-bd72-4901-90a2-1a60317cdb4b,0.12,260.94,3.0,False
95,b5d97ef7-60ef-4471-b2b8-ff39a32c9b6f,f117f274-1840-4ff8-966d-a609aa80ddfc,2025-06-03,Clothing,95.68,2,Net Banking,Pending,Duffyfort,South Carolina,77982,191c2b29-a1ef-4148-90fd-c60cf15e9ff4,0.28,137.78,4.0,False
96,dfe1b307-9172-4f0a-ac7c-8803e01bbf50,4dadbfb0-08b4-416f-b0a4-07e9923e267e,2024-10-05,Sports,295.32,3,Cash on Delivery,Cancelled,Kennethberg,New Hampshire,84245,78e1f972-2c6e-4f25-9c85-0e96e7b2f9f7,0.0,885.96,3.0,False
97,df26f517-66fa-4989-8813-5d586a1689ad,82acaff5-159e-4507-8191-ef716fcc8b27,2025-05-21,Home,14.95,4,Credit Card,Returned,Lunafort,Wisconsin,39130,eacefe1b-e4c6-44eb-97c0-d28eb81f4fea,0.1,53.82,2.0,False
